Ginseng and Perilla Beverage,Ginseng Radix et Rhizoma; Perillae Folium; Puerariae Lobatae Radix; Pinelliae Rhizoma; Peucedani Radix; Poria; Aurantii Fructus; Platycodonis Radix; Aucklandiae Radix; Citri Reticulatae Pericarpium; Glycyrrhizae Radix et Rhizoma,"Boosts qi, releases the exterior, rectifies qi, and dissolves phlegm.","This formula is indicated for a pattern of qi deficiency with contraction of external wind-cold, complicated by interior phlegm-dampness. Signs and symptoms include aversion to cold, fever, absence of sweat, headache, stuffy nose, cough, white phlegm, distended and suppressed chest and abdomen, fatigue, lassitude, short of breath, dislike of speaking, a white tongue coating, and a weak pulse."
Toxin-Resolving Powder,Bupleuri Radix; Peucedani Radix; Chuanxiong Rhizoma; Aurantii Fructus; Notopterygii Rhizoma et Radix; Angelicae Pubescentis Radix; Poria; Platycodonis Radix; Ginseng Radix et Rhizoma; Glycyrrhizae Radix et Rhizoma,"Dissipates cold, removes dampness, boosts qi, and releases the exterior.","Bai Du San is indicated for the pattern of externally contracted wind-cold-dampness. The symptoms are strong aversion to cold, high fever, headache, neck stiffness and pain, body soreness and pain, absence of sweating, stuffy nose, harsh voice, cough with phlegm, pi, and distressed chest and diaphragm. The tongue is pale with a white coating, and the pulse is superficial and forceless upon pressing."
Inula and Hematite Decoction,Inulae Flos; Ginseng Radix et Rhizoma; Zingiberis Rhizoma Recens; Haematitum; Glycyrrhizae Radix et Rhizoma; Pinelliae Rhizoma; Jujubae Fructus,"Directs counterflow downward, dissolves phlegm, boosts qi, and harmonizes the stomach.","Xuan Fu Dai Zhe Tang is indicated for weak stomach qi with internal obstruction of phlegm-turbidity. The symptoms are pi below the heart, belching, or vomiting with saliva. The tongue is pale with a white, glossy coating. The pulse is wiry and weak."
Diaphragm-Cooling Powder,Rhei Radix et Rhizoma; Natrii Sulfas; Glycyrrhizae Radix et Rhizoma; Gardeniae Fructus; Menthae Haplocalycis Herba; Scutellariae Radix; Forsythiae Fructus,"Drains fire, promotes defecation, clears heat from the upper, and discharges heat through the purgative method.","This formula is indicated for the heat that has been generated from the constraint of pathogens in the upper jiao and middle jiao. The symptoms are vexing heat in the chest and diaphragm, red complexion, parched lips, vexation and agitation, thirst, mouth and tongue sores, restless sleep, delirium, pharyngeal pain, spitting of blood, nosebleed, constipation, dark urine, and incomplete defecation. The tongue is red with a yellow coating, and the pulse is slippery and rapid."
Stomach-Heat-Clearing Powder,Rehmanniae Radix; Angelicae Sinensis Radix; Moutan Cortex; Coptidis Rhizoma; Cimicifugae Rhizoma,Drains stomach fire and cools the blood.,"This formula is indicated for toothaches caused by stomach fire. The symptoms are toothache radiating to the head, aversion to heat and a preference for cold on the teeth, bad breath that is hot, heat in the face, thirst, gingival atrophy bleeding, redness, swelling, and ulcers in the gum, swelling and pain in lips, tongue, and cheeks, a red tongue with a yellow coating, and a slippery, rapid pulse."
Qi-Clearing and Phlegm-Transforming Pill,Trichosanthis Fructus; Aurantii Fructus Immaturus; Citri Reticulatae Pericarpium; Poria; Scutellariae Radix; Arisaematis Rhizoma; Armeniacae Semen Amarum; Pinelliae Rhizoma,"Clears heat and dissolves phlegm, regulates qi, and relieves cough.","Qing Qi Hua Tan Wan is indicated for patients with cough caused by phlegm-heat. The symptoms include coughing and panting, expectoration of sticky, yellow sputum, obstruction of the chest and diaphragm, dyspnea, nausea and vomiting, and restlessness and agitation in severe cases. The tongue is red with a greasy and yellow coating and the pulse is slippery and rapid."
Bone-Clearing Powder,Stellariae Radix; Picrorhizae Rhizoma; Gentianae Macrophyllae Radix; Trionycis Carapax; Lycii Cortex; Artemisiae Annuae Herba; Anemarrhenae Rhizoma; Glycyrrhizae Radix et Rhizoma,Clears deficiency-heat and relieves steaming bone fever.,"This formula is indicated for deficiency of the liver and kidney yin, and deficiency-heat harassing the interior. The symptoms are steaming bone fever, prolonged low-grade fever, emaciation, red lips and cheeks, fatigue and night sweat, thirst and vexation, a red tongue with a scanty coating, and a thready, rapid pulse."
Summerheat-Clearing Qi-Boosting Decoction,Panacis Quinquefolii Radix; Dendrobii Caulis; Ophiopogonis Radix; Coptidis Rhizoma; Lophatheri Herba; Petiolus Nelmbinis; Anemarrhenae Rhizoma; Glycyrrhizae Radix et Rhizoma; Semen Oryza Sativa; Exocarpium Citrulli,"Clears summerheat, boosts qi, nourishes yin, and generates fluids.","This formula is indicated for patterns of summerheat with damage to both qi and fluids. The symptoms are fever with profuse sweating, thirst and vexation, scanty dark urine, fatigue and weak breathing, listlessness, and a deficient, rapid pulse."
Channel-Clearing Beverage,Nelumbinis Folium; Lonicerae Japonicae Flos; Retinervus Luffae Fructus; Exocarpium Citrulli; Flos Lablab Album; Lophatheri Herba,Dispels summerheat and clears fire.,"This formula is indicated for mild cases of summerheat with damage to the lung channel and qi level. The symptoms are moderate thirst, moderate dizziness, the feeling of moderate distention in the head, and a light red tongue body with a thin white coating."
Ying Level Heat-Clearing Decoction,Bubali Cornu; Rehmanniae Radix; Scrophulariae Radix; Lophatheri Herba; Ophiopogonis Radix; Salviae Miltiorrhizae Radix et Rhizoma; Coptidis Rhizoma; Lonicerae Japonicae Flos; Forsythiae Fructus,"Clears heat from the ying level, resolves toxins, vents heat from the ying level, and nourishes yin.","This formula is indicated for the heat in the ying level. The symptoms are fever aggravated at night, vexation and sleeplessness, occasional delirious speech, thirst or not, inconspicuous macules and papules, crimson colored, dry tongue, and a thready, rapid pulse."
Eliminate Dryness and Rescue the Lung Decoction,Mori Folium; Gypsum Fibrosum; Glycyrrhizae Radix et Rhizoma; Ginseng Radix et Rhizoma; Cannabis Fructus; Asini Corii Colla; Ophiopogonis Radix; Armeniacae Semen Amarum; Eriobotryae Folium,"Relieves dryness and moistens the lung, nourishes yin and boosts qi.","Qing zao jiu fei tang is indicated for the pattern of warm-dryness damaging the lung, complicated by damage to both qi and yin. The symptoms are fever, headache, coughing with no sputum, labored breathing, dryness of the nose and throat, vexation, thirst, chest fullness and hypochondriac pain. The tongue body is dry with scanty tongue coating, and the pulse is deficient, big, and rapid."
Symmetry-Correcting Powder,Typhonii Rhizoma; Bombyx Batryticatus; Scorpio,"Dispels wind and dissolves phlegm, unblocks the collaterals and arrests convulsion.","Qian Zheng San is indicated for wind attacking the channels and collaterals on the head and face characterized by deviation of the mouth and eyes, facial muscle twitch, and a light red tongue body with a white tongue coating."
Center-Regulating Pill,Ginseng Radix et Rhizoma; Zingiberis Rhizoma; Glycyrrhizae Radix et Rhizoma; Atractylodis Macrocephalae Rhizoma,"Warms the center and dispels cold, boosts qi and supplements the spleen.","This formula is indicated for: 1. Deficiency-cold of the spleen and stomach. The symptoms include chronic stomachache which can be reduced by warmth and pressure, vomiting, loose stool, distention and fullness of the stomach, poor appetite, fear of cold, cold limbs, a pale tongue with a white coating, and a deep, thin pulse or deep, slow and feeble pulse. 2. Blood loss due to spleen yang deficiency. The symptoms are bloody stool, spitting of blood, nose bleeding, and menstrual flooding and spotting with pale and thin blood. 3. Chest bi syndrome due to deficiency-cold of the spleen and stomach. Besides the obstruction of qi in the chest, other symptoms include stuffiness and fullness in the chest and stomach, qi counter-flowing to the chest, profuse saliva after the illness, or chronic infantile convulsions."
Antelope Horn and Uncaria Decoction,Saigae Tataricae Cornu; Mori Folium; Fritillariae Cirrhosae Bulbus; Rehmanniae Radix; Uncariae Ramulus cum Uncis; Chrysanthemi Flos; Poria; Paeoniae Radix Alba; Glycyrrhizae Radix et Rhizoma; Bambusae Caulis in Taenias,"Cools the liver and extinguishes wind, and increases fluids to relax the sinews.","Ling Jiao Gou Teng Tang is indicated for a pattern of exuberant heat stirring wind. The symptoms are persistent high fever, irritability, restlessness, twitching and spasms of the extremities, convulsions, coma, a dark red tongue body with a dry tongue coating, or a burnt tongue with prickles, and a wiry, rapid pulse."
Free Wanderer Powder,Glycyrrhizae Radix et Rhizoma; Angelicae Sinensis Radix; Poria; Paeoniae Radix Alba; Atractylodis Macrocephalae Rhizoma; Bupleuri Radix,"Soothes the liver and resolves constraint, nourishes blood and fortifies the spleen.","Xiao Yao San is indicated for the pattern of liver constraint, blood deficiency, and spleen weakness, characterized by rib-side pain, headache, dizziness, dry mouth, dry throat, mental fatigue, reduced food intake, menstrual irregularities, distending pain of the breasts, and a wiry, deficient pulse."
Coptis and Officinal Magnolia Bark Beverage,Magnoliae Officinalis Cortex; Coptidis Rhizoma; Acori Tatarinowii Rhizoma; Pinelliae Rhizoma; Sojae Semen Praeparatum; Gardeniae Fructus; Phragmitis Rhizoma,"Clears heat and dispels dampness, rectifies qi, and harmonizes the center.","Lian Po Yin is indicated for damp-heat cholera. The symptoms are vomiting, diarrhea, chest and epigastric pi and oppression, vexation and agitation, and scanty dark urine. The tongue coating is yellow and greasy, and the pulse is slippery and rapid."
Ophiopogon Decoction,Ophiopogonis Radix; Pinelliae Rhizoma; Ginseng Radix et Rhizoma; Glycyrrhizae Radix et Rhizoma; Oryza Sativa L; Jujubae Fructus,"Clears and nourishes the lung and stomach, directs counterflow downward and lowers qi.","Mai Men Dong Tang is indicated for lung wei (lung atrophy) due to deficiency-heat. The symptoms are coughing, labored breathing, throat discomfort, sputum that is difficult to expectorate, coughing up or spitting saliva, dry mouth and throat, feverish feeling in the palms and soles. The tongue is red with scanty tongue coating, and the pulse is deficient and rapid. Mai Men Dong Tang is also indicated for stomach yin deficiency with vomiting, poor appetite, hiccup, thirst, dry throat. The tongue is red with scanty tongue coating, and the pulse is deficient and rapid."
Cannabis Fruit Pill (Spleen Confinement Pill),Cannabis Fructus; Paeoniae Radix Alba; Aurantii Fructus Immaturus; Rhei Radix et Rhizoma; Magnoliae Officinalis Cortex; Armeniacae Semen Amarum,"Moistens the intestines, drains heat, and moves qi to promote defecation.","Ma Zi Ren Wan is indicated for spleen confinement constipation due to dryness-heat in the stomach and intestines. The symptoms are dry stool, frequent urination, a red tongue body, a dry slightly yellow tongue coating, and a rapid pulse."
"Ephedra, Apricot Kernel, Licorice and Gypsum Decoction",Ephedrae Herba; Armeniacae Semen Amarum; Glycyrrhizae Radix et Rhizoma; Gypsum Fibrosum,"Acrid-cool to scatter the exterior, clear heat, and calm labored breathing.","This formula is indicated for patterns of externally contracted wind causing pathogenic heat to obstruct the lung. Signs and symptoms include continuous fever, cough with rapid qi counterflow or even flaring of nostrils, thirst, presence or absence of sweat, a thin white or yellowish tongue coating, and a superficial and rapid pulse."
"Ephedra, Aconite and Asarum Decoction",Ephedrae Herba; Aconiti Lateralis Radix Praeparata; Asari Radix et Rhizoma,Assists yang to release the exterior.,"1. This formula is indicated for patterns of yang-deficiency with externally contracted wind-cold. Signs and symptoms include fever, severe aversion to cold that does not improve even with thick layer of clothes and a quilt, lassitude, lethargy, and a deep and tiny pulse.2. It is also indicated for a sudden loss of voice. Signs and symptoms include a sudden onset of a harsh voice, loss of voice, severe sore throat, aversion to cold, fever, lassitude, and lethargy. A pale tongue with a white coating and a deep and forceless pulse."
Ephedra Decoction,Ephedrae Herba; Cinnamomi Ramulus; Armeniacae Semen Amarum; Glycyrrhizae Radix et Rhizoma,"Induces sweating to release the exterior, diffuses the lung to calm labored breathing.","Ma Huang Tang is indicated for an externally contracted wind-cold exterior-excess pattern. The symptoms are aversion to cold, headache, generalized body pain, absence of sweating, and labored breathing. The tongue coating is thin and white, and the pulse is superficial and tight."
Original Qi-Restoring and Blood-Moving Decoction,Bupleuri Radix; Trichosanthis Radix; Angelicae Sinensis Radix; Carthami Flos; Glycyrrhizae Radix et Rhizoma; Manis Squama; Rhei Radix et Rhizoma; Persicae Semen,"Invigorates blood and dispels stasis, soothes liver and unblocks the collaterals.","Fu Yuan Huo Xue Tang is indicated for injuries from falls, fractures, contusions, and strains, as well as, patterns of blood stasis marked by unbearable hypochondriac pain due to obstructive stasis."
Universal Relief Toxin-Removing Beverage,Scutellariae Radix; Coptidis Rhizoma; Citri Reticulatae Pericarpium; Glycyrrhizae Radix et Rhizoma; Scrophulariae Radix; Bupleuri Radix; Platycodonis Radix; Forsythiae Fructus; Isatidis Radix; Lasiosphaera Calvatia; Arctii Fructus; Menthae Haplocalycis Herba; Bombyx Batryticatus; Cimicifugae Rhizoma,"Clears heat, resolves toxins, scatters wind, and disperses swelling.","This formula is indicated for swollen-head infection (also referred to as massive head scourge). The symptoms are redness, swelling, and pain in the head and face, failure to open the eyes, red, swollen, and sore throat, aversion to cold with fever, thirst, a red tongue with a yellow coating, and a forceful rapid pulse."
Rhinoceros Horn and Rehmannia Decoction,Bubali Cornu; Rehmanniae Radix; Paeoniae Radix Alba; Moutan Cortex,"Clears heat, resolves toxins, cools the blood, and dissolves stasis.","Xi Jiao Di Huang Tang is indicated for the heat entering the blood level. The manifestations include: 1. Symptoms of heat harassing the heart spirit, such as fever, delirious speech, a prickly crimson colored tongue, and a thready, rapid pulse. 2. Symptoms of heat burning the blood vessels, such as purpura, spitting of blood, nosebleed, bloody stool, bloody urine, a crimson colored tongue, and a rapid pulse. 3. Symptoms of blood amassment and static heat, manic agitation, desire to rinse the mouth with water but no desire to swallow, and sloppy black stool."
Important Formula for Painful Diarrhea,Atractylodis Macrocephalae Rhizoma; Paeoniae Radix Alba; Citri Reticulatae Pericarpium; Saposhnikoviae Radix,"Supplements the spleen and softens the liver, dispels dampness and arrests diarrhea.","Painful diarrhea due to a deficient spleen and a vigorous liver, characterized by borborygmus, abdominal pain, diarrhea with abdominal pain, pain that is relieved after diarrhea, the guan pulses of both hands not in harmony (a wiry pulse on the left hand and a moderate pulse on the right)."
Purple Snow Elixir,Gypsum Fibrosum; Glauberitum; Talcum; Magnetitum; Bubali Cornu; Saigae Tataricae Cornu; Aquilariae Lignum Resinatum; Aucklandiae Radix; Scrophulariae Radix; Cimicifugae Rhizoma; Glycyrrhizae Radix et Rhizoma; Caryophylli Flos,"Clears heat and opens the orifices, extinguishes wind and arrests convulsion.","Zi Xue Dan is indicated for heat invading the pericardium and excessive heat generating wind. The symptoms are high fever, vexation and agitation, unconsciousness and delirium, convulsion, syncope, thirst, drinking a lot, scorched lips, dry tooth, dark urine, and constipation. The tongue is crimson with a dry, yellow coating, and a wiry, forceful pulse. Zi Xue Dan is also indicated for infantile convulsion due to excessive heat."
Kidney Qi Pill,Rehmanniae Radix; Dioscoreae Rhizoma; Corni Fructus; Alismatis Rhizoma; Poria; Moutan Cortex; Cinnamomi Ramulus; Aconiti Lateralis Radix Praeparata,Supplements the kidney and assists yang.,"Shen Qi Wan is indicated for patterns of kidney yang deficiency manifesting lumbar pain, flaccidity of the lower limbs, cold sensation of the body below the waist, spasm of the lesser abdomen, dysuria or abnormally severe profuse urination at night, impotence, premature ejaculation, a pale, swollen tongue, and a deficient, weak pulse that is deep and thin at the chi position. It is also applicable for patterns of phlegm-retention, edema, xiao ke, beriberi, bladder colic, and dysuria during pregnancy, and so on."
Constraint-Resolving Pill,Cyperi Rhizoma; Chuanxiong Rhizoma; Atractylodis Rhizoma; Gardeniae Fructus; Medicata Massa Fermentata,Moves qi and resolves constraint.,"Yue Ju Wan is indicated for the pattern of six constraints. The symptoms are chest oppression, epigastric and abdominal distention or pain, eructation with fetid odor, acid swallowing, nausea, vomiting, and indigestion."
Harmonious Yang Decoction,Rehmanniae Radix; Ephedrae Herba; Cervi Cornu Pantotrichum; Brassicae Junceae Semen; Cinnamomi Cortex; Glycyrrhizae Radix et Rhizoma; Zingiberis Rhizoma,"Warms yang and reinforces blood, disperses cold and unblocks stagnation.","This formula is indicated for yin carbuncles. For example, a deep-rooted abscess attached to the bone (suppurative osteomyelitis), sloughing deep-rooted abscess (digital gangrene), multiple abscesses, phlegm nodules, and arthroncus of the knee due to patterns of yin-cold. The affected area will have diffuse swelling without discoloration of the skin, aching pain without fever, lack of thirst, a pale tongue body with a white coating, and a deep, thin pulse or slow, thin pulse."
Yellow Earth Decoction,Glycyrrhizae Radix et Rhizoma; Rehmanniae Radix; Atractylodis Macrocephalae Rhizoma; Aconiti Lateralis Radix Praeparata; Asini Corii Colla; Scutellariae Radix; Terra Flava Usta,"Warms yang and fortifies the spleen, nourishes blood and stanches bleeding.","Huang Tu Tang is indicated for pattern of spleen yang insufficiency, and spleen failing to control the blood. The symptoms are bloody stool, in which the stool comes out first, spitting of blood, nosebleed, flooding and spotting (beng lou) of dark colored menstrual blood, cold four limbs, sallow complexion, a pale tongue with a white coating, and a deep, thin and weak pulse."
Coptis Toxin-Resolving Decoction,Coptidis Rhizoma; Scutellariae Radix; Phellodendri Chinensis Cortex; Gardeniae Fructus,Drains fire and resolves toxins.,"This formula is indicated for fire toxins in the sanjiao. The symptoms are fever, vexation, delirious speech, sleeplessness, dry mouth and throat, dark urine, spitting of blood, nosebleed, rashes, fever with dysentery, jaundice caused by epidemic toxins, rashes, abscesses, ulcers, boils, a red tongue with yellow coating, and a forceful rapid pulse."
Yellow Dragon Decoction,Rhei Radix et Rhizoma; Natrii Sulfas; Aurantii Fructus Immaturus; Magnoliae Officinalis Cortex; Angelicae Sinensis Radix; Ginseng Radix et Rhizoma; Glycyrrhizae Radix et Rhizoma,"Purges by promoting defecation, supplements qi and nourishes the blood.","This formula may be prescribed for yangming bowel excess with deficiency of qi and blood. This pattern is characterized by either the discharge of clear, watery stool that is pure green or constipation. There is stomach cavity and abdominal distention and pain which refuses pressure, fever, thirst, mental fatigue, shortness of breath, delirious speech, picking at their pajamas, teasing air as if arranging thread, unconsciousness, reversal counterflow cold of the four limbs, a dry yellow or dry black tongue coating, and a weak pulse."
Liver-Warming Decoction,Angelicae Sinensis Radix; Lycii Fructus; Poria; Foeniculi Fructus; Cinnamomi Cortex; Linderae Radix; Aquilariae Lignum Resinatum,"Warms and supplements the liver and kidney, moves qi and relieves pain.","Nuan Gan Jian is indicated for patterns of liver and kidney insufficiency with cold coagulation in the liver channel. Symptoms include cold pain in the testis, lower abdominal pain, fear of cold, and a preference for warmth. The tongue is pale with a white coating, and the pulse is deep and slow."
Spleen-Warming Decoction,Rhei Radix et Rhizoma; Angelicae Sinensis Radix; Zingiberis Rhizoma; Aconiti Lateralis Radix Praeparata; Ginseng Radix et Rhizoma; Natrii Sulfas; Glycyrrhizae Radix et Rhizoma,"Expels cold accumulation through purgation, warms and supplements spleen yang.","Wen Pi Tang is indicated for cold accumulation due to yang deficiency. Symptoms are abdominal pain and constipation, unstoppable colic around umbilicus, cold hands and feet, a white tongue coating with no thirst, and a deep wiry, slow pulse."
Channel-Warming Decoction,Euodiae Fructus; Angelicae Sinensis Radix; Paeoniae Radix Alba; Chuanxiong Rhizoma; Ginseng Radix et Rhizoma; Cinnamomi Ramulus; Asini Corii Colla; Moutan Cortex; Zingiberis Rhizoma Recens; Glycyrrhizae Radix et Rhizoma; Pinelliae Rhizoma; Ophiopogonis Radix,"Warms the channels and dissipates cold, dispels stasis and nourishes blood.","Wen Jing Tang is indicated for deficiency-cold of the chong and ren mai, obstructive blood stasis marked by menstrual spotting or purple menses with blood clots. There may be irregular menstruation such as advanced, delayed, or prolonged periods, or having a period twice a month. There may also be inhibited menses, fever at night, vexatious heat in the palms, dry lips and mouth, distention and fullness of the lower abdomen, a dark red tongue, and a thready, choppy pulse. Infertility due to deficient cold of the uterus may also manifest."
Gallbladder-Warming Decoction,Pinelliae Rhizoma; Bambusae Caulis in Taenias; Citri Reticulatae Pericarpium; Aurantii Fructus Immaturus; Poria; Glycyrrhizae Radix et Rhizoma; Zingiberis Rhizoma Recens; Jujubae Fructus,"Rectifies qi and dissolves phlegm, harmonizes the stomach and promotes gallbladder secretion.","Wen Dan Tang is designed for patterns of gallbladder constraint with phlegm stirring up. This patterns manifest timidity and patients may be easily frightened. Other symptoms include vexation, insomnia or dreaminess, nausea, vomiting and hiccup, vertigo, epilepsy. The tongue coating is white and greasy, and the pulse is wiry and slippery."
Chinese Angelica Six Yellow Decoction,Angelicae Sinensis Radix; Rehmanniae Radix; Scutellariae Radix; Phellodendri Chinensis Cortex; Coptidis Rhizoma; Rehmanniae Radix; Astragali Radix,"Nourishes yin, drains fire, consolidates the exterior, and arrests sweating.","This formula is indicated for night sweating caused by yin deficiency and intense fire. The symptoms are night sweating with fever, red complexion, vexation, thirst and dry lips, dry stool, dark urine, a red tongue body with a yellow coating, and a rapid pulse."
Chinese Angelica Frigid Extremities Decoction,Angelicae Sinensis Radix; Cinnamomi Ramulus; Paeoniae Radix Alba; Asari Radix et Rhizoma; Glycyrrhizae Radix et Rhizoma; Tetrapanacis Medulla; Jujubae Fructus,"Warms the channels to expel cold, nourishes the blood and unblocks the channels.","Counterflow cold of the limbs due to blood deficiency is characterized by counterflow cold of hands and feet, pain in the waist, thighs, lower legs, feet, shoulders, and back, no thirst, a pale tongue body with a white coating, and a deep, thin pulse or thin, impalpable pulse."
Chinese Angelica Pain-Alleviating Decoction,Notopterygii Rhizoma et Radix; Saposhnikoviae Radix; Cimicifugae Rhizoma; Puerariae Lobatae Radix; Atractylodis Macrocephalae Rhizoma; Atractylodis Rhizoma; Angelicae Sinensis Radix; Ginseng Radix et Rhizoma; Glycyrrhizae Radix et Rhizoma; Sophorae Flavescentis Radix; Scutellariae Radix; Anemarrhenae Rhizoma; Artemisiae Scopariae Herba; Polyporus; Alismatis Rhizoma,"Drains dampness and clears heat, scatters wind and relieves pain.","Dang Gui Nian Tong Tang is indicated for patterns that arise due to a conflict between dampness and heat with concurrent external wind contraction. The symptoms are aching pain of limbs and joints, heavy sensation of the shoulder and back, swelling and pain of the feet, sores on the feet and knees. The tongue coating is white and greasy mixed with yellow and the pulse is wiry and rapid."
Chinese Angelica Blood-Supplementing Decoction,Astragali Radix; Angelicae Sinensis Radix,Supplements qi and engenders blood.,"Dang Gui Bu Xue Tang is used to treat fever caused by patterns of blood deficiency and floating yang. The symptoms are fever, a red complexion, vexing thirst, and a desire to drink. The pulses are surging, large, and deficient; however, forceless when one feels it with heavy pressure. It is also used to treat fever or headache that results from blood deficiency during pregnancy or after delivery or for ulcers that are slow or difficult to heal after breakout."
Phragmites Stem Decoction,Phragmites Rhizoma; Coicis Semen; Semen Benincasae; Persicae Semen,"Clears lung heat, dissolves phlegm, expels stasis, and dissipates masses.","This formula is indicated for lung abscesses, and patterns of accumulation and obstruction of heat toxins, binding of phlegm, and blood stasis. The symptoms are coughing with profuse phlegm, coughing or spitting up of foul smelling pus and blood, dull pain in the chest, a red tongue with a greasy yellow coating, and a slippery, rapid pulse."
Flower of Kudzuvine Drunk-Relieving Decoction,Aucklandiae Radix; Ginseng Radix et Rhizoma; Polyporus; Poria; Citri Reticulatae Pericarpium; Atractylodis Macrocephalae Rhizoma; Zingiberis Rhizoma; Medicata Massa Fermentata; Alismatis Rhizoma; Citri Reticulatae Pericarpium Viride; Amomi Fructus; Amomi Fructus Rotundus; Puerariae Lobatae Flos,"Promotes urination and disperses to separate and remove the invisible alcohol-dampness pathogenic accumulation, regulates qi and fortifies the spleen.","This formula is indicated for spleen damage due to alcohol accumulation, marked by dizziness, vomiting, fullness and oppression of the chest and diaphragm, aversion to food, tiredness, dysuria, loose stool, a greasy tongue coating, and a slippery pulse."
"Pueraria, Scutellaria, and Coptis Decoction",Puerariae Lobatae Radix; Glycyrrhizae Radix et Rhizoma; Scutellariae Radix; Coptidis Rhizoma,Releases the exterior and clears the interior.,"This formula is indicated for diarrhea with fever. The symptoms are diarrhea, fever, smelly, foul, thick, and sticky stool, burning sensation in the anus, panting with sweating, vexing heat in the chest and stomach cavities, thirst, dark urine, a red tongue body with a yellow coating, and a rapid pulse."
Center-Supplementing and Qi-Boosting Decoction,Astragali Radix; Glycyrrhizae Radix et Rhizoma; Ginseng Radix et Rhizoma; Angelicae Sinensis Radix; Citri Reticulatae Pericarpium; Cimicifugae Rhizoma; Bupleuri Radix; Atractylodis Macrocephalae Rhizoma,Supplements the center and boosts qi; raises yang and lifts the sunken.,"Bu Zhong Yi Qi Tang is indicated for two patterns. The first pattern is deficient or sunken spleen qi with reduced food intake, general sluggish sensation, weak breathing, lack of desire to speak, sallow-yellow facial complexion, and loose unformed stool. The tongue is pale and the pulse is deficient. It is also used for rectal prolapse, uterine prolapse, chronic diarrhea, and flooding and spotting (beng lou). The second pattern is objective or subjective fever due to qi deficiency manifested by a feverish sensation, spontaneous sweating, thirst with a desire for hot drinks, shortness of breath, and lack of strength. The tongue is pale and the pulse is deficient, big, and weak."
Yang-Supplementing and Five-Returning Decoction,Astragali Radix; Angelicae Sinensis Radix; Paeoniae Radix Rubra; Pheretima; Chuanxiong Rhizoma; Carthami Flos; Persicae Semen,"Supplements qi, invigorates blood, and unblocks the collaterals.","Bu Yang Huan Wu Tang is indicated for wind-strike due to qi deficiency and blood stasis marked by hemiplegia, deviation of the mouth and eye, sluggish speech, involuntary salivation from the mouth, frequent urination or enuresis, a dark tongue body with a white coating, and a slow, weak pulse."
Membrane-Source-Opening Beverage,Arecae Semen; Magnoliae Officinalis Cortex; Tsaoko Fructus; Anemarrhenae Rhizoma; Paeoniae Radix Alba; Scutellariae Radix; Glycyrrhizae Radix et Rhizoma,"Opens and vents the membrane-source, dispels filth and removes turbidity.","Latent pathogen of pestilence or malaria in the pleurodiaphragmatic interspace (membrane-source). Symptoms are aversion to cold with high fever marked by irregular onset such as one or three times per day, chest oppression, headache, vexation and agitation, wiry and rapid pulse, deep red tongue-edge, putrid and greasy tongue coating, or white, thick tongue coating like accumulated powder."
Spleen-Strengthening Powder,Magnoliae Officinalis Cortex; Atractylodis Macrocephalae Rhizoma; Chaenomelis Fructus; Aucklandiae Radix; Tsaoko Fructus; Arecae Semen; Aconiti Lateralis Radix Praeparata; Poria; Zingiberis Rhizoma; Glycyrrhizae Radix et Rhizoma,"Warms yang and fortifies the spleen, moves qi, and promotes urination.","Shi Pi San is indicated for a pattern of yin edema caused by spleen-kidney yang deficiency and retention of water-dampness in the interior. The symptoms are swelling of the lower limbs, cold hands and feet, no thirst, fullness and distention of chest and abdomen, loose stool as well. The tongue coating is white and greasy and the pulse is deep, wiry and slow."
Pagoda Tree Flower Powder,Sophorae Flos; Platycladi Cacumen; Schizonepetae Herba; Aurantii Fructus,"Clears the intestines and stanches bleeding, scatters wind and moves qi.","The formula is used for patterns of wind heat, and damp toxins obstructing the intestines damaging blood vessels. Bleeding that occurs either before or after defecation, blood stained stool, or hemorrhoid bleeding marks this pattern. The color of the blood can be either bright or dark, the tongue is red with a yellow coating, and the pulse is rapid."
Phlegm-Removing Pill,Rhei Radix et Rhizoma; Scutellariae Radix; Chloriti Lapis; Aquilariae Lignum Resinatum,Drains heat and expels phlegm.,"Gun Tan Wan is used to treat patterns of excess heat and obstinate phlegm. Such patterns manifest many symptoms including mania and palpitations due to fright, severe palpitations and fainting, coughing and panting while expectorating thick phlegm, vertigo and tinnitus, nodules around the neck, wriggling of the mouth and eyes, insomnia or strange dreams, sudden pain of the joints, vexation and stuffiness due to sighing and choking, and constipation. The tongue coating is yellow and thick and the pulse is slippery, rapid and powerful."
Sweet Wormwood and Scutellaria Gallbladder-Clearing Decoction,Artemisiae Annuae Herba; Bambusae Caulis in Taenias; Pinelliae Rhizoma; Poria; Scutellariae Radix; Aurantii Fructus; Citri Reticulatae Pericarpium; Jasper Jade Powder; Talcum; Glycyrrhizae Radix et Rhizoma; Indigo Naturalis,"Clears gallbladder, drains dampness, harmonizes the stomach, and dissolves phlegm.","Pattern of shaoyang damp-heat marked by alternating chills and fever similar to malaria, more fever than chills, a bitter taste in the mouth, diaphragm oppression, sour and bitter regurgitation, spitting yellow sticky drool, belching, hiccups, distending pain in the chest and rib-side, yellow scanty urine, a red tongue body, a white greasy or white yellow tongue coating, and a rapid, slippery right pulse and a rapid, wiry pulse."
