Gastrodiae Rhizoma,Roots and rhizomes,The dried tuberous rhizome of Gastrodia elata Bl.(Orchidaceae),"Primarily produced in the Chinese provinces of Sichuan, Yunnan, Guizhou, Shaanxi, Hubei.","Faint odor, neutral; sweet and slightly acrid.","Extinguishes wind, relieves tetany, calms liver, lowbears yang, dispels wind, frees channels.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00003.jpg,Liver-calming and Wind-extinguishing Medicinals
Uncariae Ramulus cum Uncis,Stems and woods,The dried branch with hooks of Uncaria rhynchophylla (Miq.) Jacks. (Rubiaceae),"Primarily produced in the Chinese provinces of Guangdong, Guangxi, Hunan, Hubei.",Sweet; cool,"Clears heat, calms the liver, extinguishes wind, relieves tentany. Apply to infantile frightened epilepsy, night cry, exuberating heat stirring wind, eclampsia, dizzing due to liver yang, head swelling pain due to liver fire.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00133.jpg,Liver-calming and Wind-extinguishing Medicinals
Haliotidis Concha,Zoological substances,"The dired shell of Haliotis diversicolor Reeve, Haliotis discus hannai Ino, Haliotis ovina Gmelin, Haliotis ruber (Leach), Haliotis asinina Linnaeus, Haliotis laevigata (Donovan). (Haliotidae). Harvest in summer and autumn, removed flesh, wash and dry.","Primarily produced in the Chinese provinces of Liaoning, Shandong.","Salty, cold","Calms liver, subdues yang, clears liver, brightens eyes. Apply to headache and dizziness, red eye and eye screen, blur vision, glaucoma and night blindness.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00390.jpg,Liver-calming and Wind-extinguishing Medicinals
Cyathulae Radix,Roots and rhizomes,The dried root of Cyathula officinalis Kuan (Amaranthaceae).,"Primarily produced in the Chinese provinces of Sichuan, Yunnan, Guizhou.","Sweet, slightly bitter; neutral.","Expels stasis, frees menstruation, benefits the joints, promotes moist urination, frees strangury. Apply to amenorrhea and abdominal mass, lacenta retension, joint impediment, foot paralysis and tendon spasms, hematuria and bloody stranguria, falls wounds.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00045.jpg,Blood-activating and Stasis-removing Medicinals
Eucommiae Cortex,Tree barks and root barks,The dried tree barks of Eucommia ulmoides Oliv.(Eucommiaceae).,"Primarily produced in the Chinese provinces of Guizhou, Sichuan, Shaanxi, Hubei.",Sweet; warm.,"Supplements the live and kidney, strengthens sinew and bone, calms the fetus. Apply to aching pain in the loins and knees, weakness of legs and knees, drenching and unsmooth urination, vaginal dampness and itch, fetal leakage and abortion, restless fetal movement, hypertension.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00344.jpg,Tonifying Medicinals
Leonuri Herba,Whole herbs,The fresh or dried aerial portion of Leonurus japonicas Houtt.(Lamiaceae),Produced all around China.,"Acrid, bitter, cool.","Invigorates blood, dispels stasis, adjusts menstruation, eliminates water. Apply to irregular menses, vaginal bleeding during pregnancy and difficult labor, retention of afterbirth, postpartum anemic fainting, bloody phlegm and stomachache, metrorrhagia and metrostaxis, hematuria, bloody diarrhea, furuncles and ulcers.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00292.jpg,Blood-activating and Stasis-removing Medicinals
Taxilli Herba,Stems and woods,The dried stem with leaves of Taxillus chinensis (DC.) Danser.(Loranthaceae).,"Primarily produced in the Chinese provinces of Fujian, Guangdong, Guangxi.","Bitter, sweet, neutral","Dispels wind-damp, supplements liver and kidney, strengthens sinew and bone, secures fetus.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00145.jpg,Wind-damp-dispelling Medicinals
Linderae Radix,Roots and rhizomes,The dried tuberous root of Lindera aggregate (Sims) Kosterm.(Lauraceae),"Primarily produced in the Chinese provinces of Hunan, Zhejiang.","Acrid, warm","Moves qi, stops pain, warms kidney, disperses cold.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00108.jpg,Qi-regulating Medicinals
Aucklandiae Radix,Roots and rhizomes,The dried root of Aucklandia lappa Decne.(Compositae),"Primarily produced in the Chinese provinces of Yunnan, Guangxi.","Acrid, bitter, warm","Moves qi, stops pain, adjusts middle, resolves stasis, warms middle, digests food.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00088.jpg,Qi-regulating Medicinals
Foeniculi Fructus,Fruits and seeds,The dried mature fruit of Foeniculum vulgare Mill.(Apiaceae),"Originally produced in Europe, in China, primarily produced in the provinces of Inner Mongolia, Gansu, Sichuan.","Acrid, warm.","Opens appetite, moves qi, disperses cold, benefits intestinal tract. Apply to cold in middle-jiao, loss of appetite, nausea and vomiting, abdominal cold pain, hernia pain, testicle swelling and pain, spleen and stomach qi stagnation, abdominal swelling fullness and pain.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00215.jpg,Warming Medicinals
Alpiniae Officinarum Rhizoma,Roots and rhizomes,The dried rhizome and root of Alpinia officinarum Oliv.(Zingiberaceae),"Primarily produced in the Chinese provinces of Guangdong, Guangxi.",Acrid; hot.,"Warms stomach, disperses cold, digests food, stops pain. Apply to abdominal cold pain, vomiting due to cold stomach, ructation.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00062.jpg,Warming Medicinals
Arecae Semen,Fruits and seeds,The dried mature seed of Areca catechu L. (Arecaceae),"Primarily produced in Chinese provinces of Hainan, Yunnan, Guangdong, Fujian.","Bitter, acrid; warm.","Kills worms, disperses accumulations, downbears qi, moves water, interrupts malaria. Worm stasis, food stasis, abdominal swelling pain, tenesmus, beriberi, edema, malaria.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00158.jpg,Anthelmintic Medicinals
Crotonis Fructus,Fruits and seeds,The dried mature fruit of Croton tiglium L. (Euphorbiaceae).,"Primarily produced in Chinese provinces of Sichuan, Guangxi, Yunnan, Guizhou.","Acrid, hot, very toxic.","Externally used for sores. Apply to treat ulcers and scabies, mammilla and warts.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00238.jpg,Purgative Medicinals
Asteris Radix et Rhizoma,Roots and rhizomes,The dried root and rhizome of Aster tataricus L. f.(Asteraceae),"Primarily produced in northeastern and northwestern China, as well as the province of Anhui.","Acrid, bitter, warm.","Moistens lung, downbears qi, transforms phlegm, relieves cough. Apply to cough and panting with excessive phlegm, acute and chronic cough, strained cough and hemoptysis.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00128.jpg,"Phlegm-transforming, Cough-relieving, and Asthma-relieving Medicinals"
Stemonae Radix,Roots and rhizomes,"The dried tuberous root of Stemona sessilifolia (Miq.) Miq., Stemona japonica (Bl.) Miq., Stemona tuberosa Lour. (Stemonaceae).","Primarily produced in the Chinese provinces of Hubei, Guangxi, Yunnan, Sichuan.","Sweet, bitter, slightly warm.","Moistens the lung, downbears qi, relieve cough, and kills worms. Applied to Lingering cough, coughing due to tuberculosis, whooping cough, externally applied to take care of head lice, body lice, enterobiasis, pruritus vulvae.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00022.jpg,"Phlegm-transforming, Cough-relieving, and Asthma-relieving Medicinals"
Cynanchi Stauntonii Rhizoma et Radix,Roots and rhizomes,The dried root and rhizome of Cynanchum stauntonii (Decne.) Schltr. ex Levl.(Asclepiadaceae),"Primarily produced in the Chinese provinces of Henan, Liaoning, Hebei, Shanxi, Shandong, Shaanxi, Xinjiang and north areas.","Acrid, bitter, slightly warm.","Downbears qi, disperses phlegm, relieves cough. Apply to cough, excessive phlegm, pulmonary deficiency. According to warm but not strongly dry, applied to disperse phlegm and downbears qi to relieve cough, whatever cold, heat, external, internal, acute or chronic condition.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00025.jpg,"Phlegm-transforming, Cough-relieving, and Asthma-relieving Medicinals"
Paeoniae Radix Rubra,Roots and rhizomes,The dried root of Paeonia lactiflora Pall. (Ranunculaceae).,"Primarily produced in the Chinese provinces of northern east, and inner Mongolia.",Bitter; slightly cold.,"Clears heat, cools the blood, disperses stasis, relieves pain. Unprocessed Chi shao is advanced on clearing heat and cooling the blood. Apply to body heat and bleeding due to warm-heat disease of heat into blood, red eye and swelling with pain, swollen carbuncles and sore toxin.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00041.jpg,Heat-clearing Medicinals
Trichosanthis Radix,Roots and rhizomes,The dried root of Trichosanthes kirilowii Maxim.(Cucurbitaceae),"Primarily produced in the Chinese provinces of Hebei, Shandong, Shaanxi, Shanxi.","Sweet, slightly bitter, slightly cold","Clears heat, drains fire, engenders fluid, stops thirst, expels pus, eliminates swelling. Apply to thirst due to heat, diabetes, jaundice, hemoptysis due to dryness of lung, swelling abscess, hemorrhoid fistula. As for apply to diabetes, often combined with medicinal material, which can nourish yin, to achieve the effect.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00104.jpg,Heat-clearing Medicinals
Gleditsiae Spina,Stems and woods,The dried thorns of Gleditsia sinensis Lam.(Fabaceae),"Primarily produced in the Chinese provinces of Jiangsu, Hubei, Hebei, Shanxi, Henan, Shandong.","Acrid, warm.","Disperses swelling, outthrusts toxin, expels pus, kills worms. Apply to early stage of painful carbuncle or non-burst pus, externally use to scabies and tinea, leprosy.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00151.jpg,Heat-clearing Medicinals
Lonicerae Japonicae Flos,Flowers,"The dried flower bud, possibly with flowers that have just opened, of Lonicera japonica Thunb. (Caprifoliaceae)","Primarily produced in the Chinese provinces of Henan, Shandong.","Sweet, cold","Disperses wind heat, clears heat, resolves toxin. Apply to various heat diseases, body heat, rashes, spots, sore heat toxin, throat swelling pain, and so on.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00305.jpg,Heat-clearing Medicinals
Polygonati Odorati Rhizoma,Roots and rhizomes,The dried rhizome of Polygonatum odoratum (Mill.) Druce.(Liliaceae),"Primarily produced in the Chinese provinces of Hunan, Henan, Jiangsu, Zhejiang.","Sweet, neutral","Nourishes yin, moistens lung, nourishes stomach, engenders fluid. Apply to dry cough, strained cough, dry throat and thirst due to damage of yin and fluid caused by febrile disease, diabetes due to inner heat, and exterior disease due to yin deficiency, dizziness and vertigo, spasm pain of sinew.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00122.jpg,Tonifying Medicinals
Cynanchi Atrati Radix et Rhizoma,Roots and rhizomes,The dried root and rhizome of Cynanchum atratum Bge. (Asclepiadaceae).,"Primarily produced in Chinese provinces of Liaoning, Hebei, Henan, Shandong, Shanxi, Anhui.","Bitter, salty; cold.","Clears heat, cools the blood, promotes urination, frees strangury, resolves toxin, treats sores. Apply to hurt of nutrious due to heat with fever, fever due to yin deficiency, hectic fever, deficient restlessness and hematic syncope postpartum, pyretic stranguria, bloody stranguria, ulcer and swelling toxic.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00030.jpg,Heat-clearing Medicinals
Sojae Semen Praeparatum,Fruits and seeds,"The dried, fermented mature seed of Glycine max (L.) Merr.(Fabaceae).",Produced throughout China.,"Acrid, sweet, slightly bitter; cold.","Resolves muscle and diffuses the exterior, diffuses depressed heat and eliminates vexation. Apply to externally contract exterior pattern, cold and heat headache, depressed heart, chest tightness, insomnia due to vexation.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00168.jpg,Exterior-releasing Medicinals
Perillae Folium,Leaves,The dried leaf of Perilla frutescens (L.) Britt.(Lamiaceae),"Primarily produced in the Chinese provinces of Jiangsu, Zhejiang, Henan, Hebei, Hubei.","Acrid, slightly warm.","Resolves exterior, disperses cold, moves qi, harmonizes ying. Apply to exterior syndrome due to wind-cold, fear of cold and fever, cough, headache without sweat, panting, chest and abdominal distention and fullness, vomit and diarrhea, obstruction in throat, hyperemesis gravidarum, threatened miscarriage, over indulgence of fish and crab.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00338.jpg,Exterior-releasing Medicinals
Cuscutae Semen,Fruits and seeds,The dried mature seed of Cuscuta chinensis Lam.(Convolvulaceae),"Primarily produced in the Chinese provinces of Jiangsu, Hebei, Jilin.","Sweet, warm","Supplements kidney, promotes essence, nourishes liver, brightens eyes, secures fetus, relieves diarrhea.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00209.jpg,Tonifying Medicinals
Cinnamomi Cortex,Tree barks and root barks,The dried tree bark of Cinnamomum cassia Presl.(Lauraceae),"Primarily produced in the Chinese provinces of Guangdong, Guangxi, Fujian, Hainan.","Acrid, sweet, very hot","Supplements fire, assists yang, conducts fire to return to its source, scatters cold, relieves pain, invigorates blood, frees channels. Warms spleen and stomach, eliminates cold accumulation, frees blood and veins. Apply to decline of vital gate-fire, cold limbs and weak pulse, yang exhaustion and general exhaustion, diarrhea and stomachache, cold hernia and renal mass, cold pain of waist and knees, menostasis and abdominal mass, dorsal furuncle, multiple abscesses, upward floating of yang in deficiency condition, upper heat and lower cold.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00351.jpg,Warming Medicinals
Myristicae Semen,Fruits and seeds,The dried kernel of Myristica fragrans Houtt.(Myristicaceae).,"Primarily produced in Malaysia, Indonesia, Sri Lanka, cultivated in the Chinese provinces of Guangdong, Guangxi, Yunnan.","Acrid, bitter, warm","Warms the middle, astringes intestines, moves qi, resolves food. Apply to diarrhea of deficiency type, cold dysentery, gastric and abdominal swelling pain, poor appetite and vomiting, indigestion.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00201.jpg,Astringent Medicinals
Psoraleae Fructus,Fruits and seeds,The dried mature fruit of Psoralea corylifolia L.(Fabaceae),"Primarily produced in Chinese provinces of Henan, Sichuan, Anhui.","Acrid, bitter; warm.","Warms kidney, assists yang, promotes qi absorption, regulates gasping, warm spleen, relieves diarrhea. Deficiency of kidney yang, cold of low, cold pain of waist and knees, impotence and seminalemission, frequent urination, urine emission, loose qi due to kidney, deficiency and gasping, deficiency of spleen and kidney, chronicle diarrhea, vitiligo, alopecia areata, psoriasis.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00159.jpg,Tonifying Medicinals
Euodiae Fructus,Fruits and seeds,The dried nearly mature fruit of Evodia rutaecarpa (Juss.) Benth.(Rutaceae),"Primarily produced in the Chinese provinces of Yunnan, Guizhou, Hunan.","Acrid, bitter, hot, little toxic.","Disperses cold, stops pain, downbears counterflow, stops vomiting. Apply to deficiency cold of liver and stomach, headache or abdominal pain induced by inversed yin turbid.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00212.jpg,Warming Medicinals
Achyranthis Bidentatae Radix,Roots and rhizomes,The dried root of Achyranthes bidentata Bl.(Amaranthaceae),"Primarily produced in the Chinese provinces of Henan, Hebei, Shandong, Shanxi.","Bitter, sour, neutral","Supplements liver and kidney, strengthens sinew and bone, invigorates blood, frees channels, conducts the blood to move downward, promotes urination. Apply to sour pain of waist and knees, tired and soft of lower limbs, blood stasis and amenorrhea, dysmenorrhea, abdominal pain after giving birth, aggregation-accumulation, retention of placenta after giving birth, heat strangury, blood strangury, injury of trauma, abscess swelling and sore, throat swelling and pain.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00016.jpg,Blood-activating and Stasis-removing Medicinals
Astragali Radix,Roots and rhizomes,The dried root of Astragalus membranaceus (Fisch.) Bge. var. mongholicus (Bge.) Hsiao or Astragalus membranaceus (Fisch.)(Fabaceae).,"Primarily produced in the Chinese provinces of Inner Mongolia, Shanxi, Hebei.",Sweet; warm.,"Supplements qi, secures the exterior, promotes urination, outthrusts toxin, expels pus, closes sore, engenders flesh. Apply to deficiency of vital energy causing debilitation, anorexia and loose stools, collapse of middle-warmer energy, anal prolapse due to long term diarrhea, hemafecia, metrorrhagia and metrostaxis, continuous persipiration due to superficial deficiency, persistent superficial infection, persistent ulcers, wilting due to blood deficiency, internal heat dispersion-thirst.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00071.jpg,Tonifying Medicinals
Arisaematis Rhizoma,Roots and rhizomes,The dried tuberous rhizome of Arisaema erubescens (Wall.) Schott or Arisaema heterophyllum Bl.(Araceae),"Primarily produced in the Chinese provinces of Anhui, Jiangsu, Henan, Hebei.","Bitter, acrid, warm, toxic","Dries dampness, transforms phlegm, dispels wind, calms fright, eliminates swelling, disperses binds. Apply to stroke and hemiparalysis, epilepsy, infantile convulsion, tetanus, injuries and fractures from falls, bites by snakes and insects.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00106.jpg,"Phlegm-transforming, Cough-relieving, and Asthma-relieving Medicinals"
Typhonii Rhizoma,Roots and rhizomes,The dried tuberous rhizome of Typhonium gigantum Engl. (Araceae).,"Primarily produced in Chinese province of Gansu, Henan, Hubei.","Acrid, sweet, warm, toxic.","Drying dampness, relieve phlegm, expelling wind and relive convulsion, detoxicating, remove stasis, relive pain.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00023.jpg,"Phlegm-transforming, Cough-relieving, and Asthma-relieving Medicinals"
Vignae Semen,Fruits and seeds,The dried mature seed of Phaseolus calcaratus Roxb. (Fabaceae).,"Primarily produced in the Chinese provinces of Hunan, Jiangxi, Guangdong, Zhejiang.","Sweet, sour; neutral.","Disinhibits water, eliminates moisture, neutralizes blood, expels pus, disperses swelling, resolves toxin. Apply to edema, beriberi, jaundice, diarrhea, hematochezia, and swelling carbuncles.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00164.jpg,Heat-clearing Medicinals
Artemisiae Scopariae Herba,Whole herbs,"The dried aerial portion of Artemisia capillaris Thunb., Artemisia scoparia Waldst. et Kit.(Asteraceae). Yin chen harvested in spring is also called ‘mian yin chen’. Yin chen harvested in autumn is also called ‘yin chen hao’.","Primarily produced in the Chinese provinces of Anhui, Shaanxi, Shanxi.","Bitter, acrid, slightly cold.","Clears heat, promotes urination, reduces jaundice. Apply to jaundice, difficulty in urination, damp sores and pruritus, infectious hepatitis with jaundice.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00293.jpg,Water-draining and Dampness-permeating Medicinals
Acori Tatarinowii Rhizoma,Roots and rhizomes,The dried rhizome of Acorus tatarinowii Schott.(Araceae),"Primarily produced in the Chinese provinces of Jiangsu, Jiangxi, Sichuan, Zhejiang.","Acrid, bitter, warm","Transforms dampness, opens stomach, opens orifices, sweeps phlegm, arouses spirit, sharpens mind. Apply to abdominal fullness and anorexia, aphasic diarrhea, coma epilepsy, amnesia and deafness.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00102.jpg,Orifice-opening Medicinals
Pogostemonis Herba,Whole herbs,The dried aerial portion of Pogostemon cablin (Blanco) Benth.(Lamiaceae),Primarily produced in the areas of Suixi and Guangzhou in Guangdong province.,Acrid; slightly warm,"Aromatically transforms turbidity, harmonizes stomach, relieves vomiting, resolves summerheat, resolves exterior. Apply to painful abdominal mass due to damp blockage of middle energizer, poor appetite, vomiting, diarrhea, headache due to chills and fever by summer hygrosis, pyrexia and fatigue at onset of hygropyrexia, chest distress and nausea, persistent turbid nasal discharge, ringworm in feet.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00269.jpg,Dampness-transforming Medicinals
Forsythiae Fructus,Fruits and seeds,The dried fruit of Forsythia suspense (Thunb.) Vahl.(Oleaceae). The fruit harvested when still green is called Qing qiao; the fruit harvest when mature and yellow is called Lao qiao.,"Primarily produced in the Chinese provinces of Henan, Shanxi, Shaanxi.",Bitter; slightly cold,"Clears heat, resolves toxin, eliminates swelling, disperses stasis, dispels wind heat, also called ‘premier of sore medicines’. Apply to warm heat diseases, erysipelas, rashes, abscess swelling pain, scrofula, pyretic stranguria and uroschesis, heart fire.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00190.jpg,Heat-clearing Medicinals
Belamcandae Rhizoma,Roots and rhizomes,The dried rhizome of Belamcanda chinensis (L.) DC.(Iridaceae),"Primarily produced in the Chinese provinces of Hubei, Jiangsu, Henan.","Bitter, cold","Clears heat, resolves toxin, promotes throat, transforms phlegm. Apply to swelling and pain in throat, cough with dyspnea, stagnation with phlegm and saliva, scrofula and tuberculosis, malarial nodule, amenorrhea, and swollen welling-abscesses and sores.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00100.jpg,Heat-clearing Medicinals
Pulsatillae Radix,Roots and rhizomes,The dried root of Pulsatilla chinensis (Bge.) Regel. (Ranunculaceae).,"Primarily produced in Anhui, Henan, and the northern and northeastern provinces of China.","Bitter, cold.","Clears hear, resolves toxin, cools the blood, relieves dysentery, eliminating dampness and destroying parasites. Apply to heat dysentery, epistaxis, hemorrhoid hemorrhage, leucorrhea, pudendum itch, ulcer and carbuncle, struma.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00027.jpg,Heat-clearing Medicinals
Fraxini Cortex,Tree barks and root barks,"The dried twig bark and tree bark of Fraxinus rhynchophylla Hance., Fraxinus chinensis Roxb., Fraxinus szaboana Lingelsh., or Fraxinus stylosa Lingelsh.(Oleaceae)",Primarily produced in northeastern China.,"Bitter, cold","Clears heat, dries dampness, clears liver, brightens eyes, astringes and stops diarrhea, stops vaginal discharge. Apply to diarrhea due to heat toxin, vaginal discharge and itching, swelling pain induced by conjunctival congestion due to liver heat, conjunctival congestion.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00350.jpg,Heat-clearing Medicinals
Morindae Officinalis Radix,Roots and rhizomes,The dried root of Morinda officinalis How. (Rubiaceae).,"Primarily produced in Chinese provinces of Guangdong, Guangxi, Fujian, Hainan.","Acrid, sweet; warm.","Supplements the kidney, invigorates yang, strengthens the sinews and bones, dispels wind-dampness. Impotence due to deficiency of kidney, seminal emission and premature ejaculation, cold pain of lower abdomen, spontaneously urination, infertility due to cold uterus, wind cold and dampness arthritis, sourness and weakness of waist and knees, wind and dampness of legs.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00033.jpg,Tonifying Medicinals
Dendrobii Caulis,Whole herbs,"The fresh or dried stem of Dendrobium nobile Lindl., Dendrobium officinale Kimura et Migo, Dendrobium fimbriatum Hook. var. oculatum Hook. (Orchidaceae).","Primarily produced in the Chinese provinces of Guangxi, Yunnan, Zhejiang, Guizhou.","Sweet, slightly cold","Nourishes yin, clears heat, supplements stomach, engenders fluid. Apply to consumption of body fluid caused by febrile disease, vexation with low fever, red tongue and less moss, deficiency of stomach yin, thirst and dry throat, hiccup and lack of food intake, abdominal dull pain, deficiency of kidney yin, blur vision.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00285.jpg,Tonifying Medicinals
Cistanches Herba,Whole herbs,"The dried fleshy stem with scales of Cistanche deserticola Y. C. Ma, Cistanche tubulosa (Schrenk) Wight.(Orobanchaceae).","Primarily produced in the Chinese provinces of Inner Mongolia, Xinjiang, Shaanxi.","Sweet, salty, warm","Supplements kidney yang, boosts essence and blood, moistens the intestines and frees stools. Apply to weakness deficiency of kidney yang, lack of essence and blood, impotence, emissions, cold pain of waist and knees, tinnitus and blur vision, turbid vaginal discharge, frequent urination, menstruation delay, metrorrhagia and metrostaxis, infertility, constipation due to dry intestines.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00283.jpg,Tonifying Medicinals
Bovis Calculus,Zoological substances,"The dried gallstone of Bos Taurus domesticus Gmelin. (Bovidae). If a gallstone is discovered when a cow is slaughtered, the bile is immediately filtered out and the gallstone is collected, its thin outer membrane is discarded and then it is dried in the dark.","Primarily produced in the Chinese provinces of Beijing, Tianjin, Gansu, Inner Mongolia.","Sweet, cool.","Clears heart, sweeps phlegm, opens the orifices, cool the liver, extinguishes wind, resolves toxin. Apply to coma due to heat, stroke with phlegm, convulsion, epilepsy, throat swelling and pain, mouth and tongue sore, abscess swelling, furuncle and sore.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00384.jpg,Liver-calming and Wind-extinguishing Medicinals
Curcumae Radix,Roots and rhizomes,"The dried tuberous root of Curcuma wenyujin Y. H. et C. Ling, Curcuma longa L., Curcuma kwangsiensis S. G. Lee et C. F. Liang, Curcuma phaeocaulis Val.(Zingiberaceae). First two are also called ‘wen yu jin’ and ‘huang si yu jin’, others differed from features also called ‘gui yu jin’ and ‘lv si yu jin’.",Primarily produced in the Li'an region of Zhejiang.,"Acrid, bitter, cold.","Moves qi, transforms stasis, clears heart, resolves depression, promotes gall bladder, abates jaundice. Apply to painful menstruation and amenorrhea, thoracic and abdominal swelling and costal pains, hot disease and coma, vesania and frightened epilepsy, jaundice and hematuria.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00120.jpg,Blood-activating and Stasis-removing Medicinals
Cinnabaris,Minerals,"The sulfide mineral cinnabar, primarily composed of HgS.","Primarily produced in the Chinese provinces of Sichuan, Guizhou, Hunan, Guangxi.","Sweet, slightly cold, little toxic","Clears heat, calms fright, calms spirit, resolves toxin. Apply to fright, insomnia with nightmares, convulsion, infantile convulsion, blur vision, mouth sore, throat impediment, swelling toxin of sore and ulcer.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00409.jpg,Shen-calming Medicinals
Realgar,Minerals,"The mineral realgar, primarily composed of (As2S2).","Primarily produced in the Chinese provinces of Guizhou, Hunan, Hubei.","Acrid, warm, toxic.","Resolves toxin, kills worms, dries dampness, transforms phlegm, interrupts malaria. Apply to swelling abscess and sore, snake and insect bites, worm accumulation and abdominal pain, convulsion, malaria.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00406.jpg,"Toxin-attacking, Insecticidal, and Itch-relieving Medicinals"
Bubali Cornu,Zoological substances,"The horn of Bubalus bubalis Linnaeus.(Bovidae). After harvested the horn, boiled in water, removed the cork inside the horn, then dry.",Primarily produced in the areas south of the Yangtze River of China.,"Bitter, salty, cold","Clears heat, cools blood, calms fright, resolves toxin. Apply to typhoid epidemic, heat into the blood, fright and madness, vexation, delirium, spot rashes, yellowish skin, hematemesis, epistaxis, hematockezia, swelling ulcer toxin.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00391.jpg,Heat-clearing Medicinals
Borneolum Syntheticum,Others,A processed product produced from the combination of turpentine and camphor.,"Primarily produced in Chinese provinces of Guangdong, Hunan, Jiangsu, Tianjin.","Acrid, bitter; slightly cold.","Opens the orifices, arouses the spirit, clears heat and relives pain. Dizziness due to heat, syncope, wind stroke and phlegm syncope, stagnation of qi and irascible syncope, coma, red eye, aphtha, swelling throat and pain, purulent ear.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00415.jpg,Orifice-opening Medicinals
Moschus,Zoological substances,"The dried secretions from the mature musk sac from the male musk deer Moschus berezovskii Flerov, Moschus sifanicus Przewalski, Moschus moschiferus Linnaeus. (Cervidae). Wild musk deer is generally hunted from winter until the following spring. After being captured, the musk sac is cut out and dried in the dark, and is called mao qiao she xiang (hairy-shell she xiang); after the musk sac is cut open and the shell of the sac is removed, it is called she xiang ren (musk kernel). In domesticated animals, the musk kernel is derectly removed from the musk sac and either dried in the dark or dried in a sealed drying device.","Primarily produced in the Chinese provinces of Tibet, Sichuan, Yunnan.","Acrid, warm","Opens orifices, arouses spirit, invigorates blood, frees channels, eliminates swelling, relieves pain. apply to coma induced by heat diseases, stroke with phlegm syncope, stagnation of qi sudden syncope, coma affected by evil, amenorrhea, abdominal mass, dystocia and stillbirth, sudden pain of heart and abdominal, swelling abscess and scrofula, swelling and pain of throat, pain and injury from falls, impediment.",https://sys01.lib.hkbu.edu.hk/cmed/mmid/images/eB00389.jpg,Orifice-opening Medicinals
